 ,Label,Area,Mean,X,Y
158,DSC_0264.JPG,0,122,2183.500,2631.500
159,DSC_0264.JPG,0,169,2279.500,2655.500
160,DSC_0264.JPG,0,82,2247.500,2631.500
161,DSC_0264.JPG,0,138,2047.500,2567.500
162,DSC_0264.JPG,0,77,1995.500,2511.500
163,DSC_0264.JPG,0,77,1911.500,2391.500
164,DSC_0264.JPG,0,148,1959.500,2343.500
165,DSC_0264.JPG,0,105,2119.500,2211.500
166,DSC_0264.JPG,0,118,2175.500,2159.500
167,DSC_0264.JPG,0,173,2227.500,2003.500
168,DSC_0264.JPG,0,62,2255.500,1895.500
169,DSC_0264.JPG,0,45,2227.500,1747.500
170,DSC_0264.JPG,0,95,2159.500,1667.500
171,DSC_0264.JPG,0,97,1567.500,2191.500
172,DSC_0264.JPG,0,67,1623.500,2163.500
173,DSC_0264.JPG,0,128,1655.500,2135.500
174,DSC_0264.JPG,0,115,1339.500,2387.500
175,DSC_0264.JPG,0,152,1287.500,2479.500
176,DSC_0264.JPG,0,155,1259.500,2471.500
177,DSC_0264.JPG,0,173,1115.500,2243.500
178,DSC_0264.JPG,0,112,1019.500,2091.500
179,DSC_0264.JPG,0,50,999.500,2007.500
180,DSC_0264.JPG,0,96,987.500,1939.500
181,DSC_0264.JPG,0,101,775.500,1855.500
182,DSC_0264.JPG,0,111,671.500,1831.500
183,DSC_0264.JPG,0,155,651.500,1779.500
184,DSC_0264.JPG,0,84,603.500,1207.500
185,DSC_0264.JPG,0,67,735.500,1123.500
186,DSC_0264.JPG,0,113,839.500,1067.500
187,DSC_0264.JPG,0,95,923.500,1027.500
188,DSC_0264.JPG,0,211,1011.500,995.500
189,DSC_0264.JPG,0,172,1039.500,915.500
190,DSC_0264.JPG,0,110,1027.500,891.500
191,DSC_0264.JPG,0,127,1227.500,1163.500
192,DSC_0264.JPG,0,96,1295.500,1223.500
193,DSC_0264.JPG,0,80,1379.500,1295.500
194,DSC_0264.JPG,0,130,1223.500,1139.500
195,DSC_0264.JPG,0,119,1147.500,1083.500
196,DSC_0264.JPG,0,167,1715.500,1223.500
197,DSC_0264.JPG,0,128,1719.500,1003.500
198,DSC_0264.JPG,0,138,1735.500,1103.500
199,DSC_0264.JPG,0,189,1791.500,1223.500
200,DSC_0264.JPG,0,145,1847.500,1235.500
201,DSC_0264.JPG,0,172,1775.500,1315.500
202,DSC_0264.JPG,0,69,1695.500,1359.500
203,DSC_0264.JPG,0,138,1623.500,1435.500
204,DSC_0264.JPG,0,145,1603.500,1519.500
205,DSC_0264.JPG,0,170,1527.500,1623.500
206,DSC_0264.JPG,0,105,1447.500,1691.500
207,DSC_0264.JPG,0,170,1371.500,1735.500
208,DSC_0264.JPG,0,98,2019.500,1291.500
209,DSC_0264.JPG,0,71,2111.500,1371.500
210,DSC_0264.JPG,0,55,2215.500,1423.500
211,DSC_0264.JPG,0,196,2263.500,1451.500
212,DSC_0264.JPG,0,185,2291.500,1491.500
213,DSC_0264.JPG,0,186,2375.500,1599.500
214,DSC_0264.JPG,0,114,2283.500,795.500
215,DSC_0264.JPG,0,99,2215.500,887.500
216,DSC_0264.JPG,0,155,2123.500,959.500
217,DSC_0264.JPG,0,54,2027.500,1019.500
218,DSC_0264.JPG,0,153,1991.500,1075.500
219,DSC_0264.JPG,0,140,1923.500,1191.500
220,DSC_0264.JPG,0,128,1899.500,1223.500
221,DSC_0264.JPG,0,57,2055.500,655.500
222,DSC_0264.JPG,0,117,2123.500,783.500
223,DSC_0264.JPG,0,95,2207.500,855.500
224,DSC_0264.JPG,0,103,2295.500,939.500
225,DSC_0264.JPG,0,93,2379.500,1031.500
226,DSC_0264.JPG,0,18,2435.500,1079.500
227,DSC_0264.JPG,0,129,2527.500,1119.500
228,DSC_0264.JPG,0,62,2619.500,1187.500
229,DSC_0264.JPG,0,115,2687.500,1407.500
230,DSC_0264.JPG,0,74,2775.500,1371.500
231,DSC_0264.JPG,0,61,2959.500,1403.500
232,DSC_0264.JPG,0,42,3031.500,1311.500
233,DSC_0264.JPG,0,153,3067.500,1247.500
234,DSC_0264.JPG,0,136,3083.500,1215.500
235,DSC_0264.JPG,0,140,3207.500,1199.500
236,DSC_0264.JPG,0,78,3299.500,1211.500
237,DSC_0264.JPG,0,68,3347.500,1399.500
238,DSC_0264.JPG,0,164,3351.500,1467.500
239,DSC_0264.JPG,0,151,3323.500,1651.500
240,DSC_0264.JPG,0,87,3259.500,1723.500
241,DSC_0264.JPG,0,104,3087.500,1787.500
242,DSC_0264.JPG,0,117,3043.500,1863.500
243,DSC_0264.JPG,0,146,2999.500,1915.500
244,DSC_0264.JPG,0,139,2927.500,2003.500
245,DSC_0264.JPG,0,77,2891.500,2071.500
246,DSC_0264.JPG,0,180,2923.500,2171.500
247,DSC_0264.JPG,0,148,2999.500,2271.500
248,DSC_0264.JPG,0,109,3055.500,2315.500
249,DSC_0264.JPG,0,176,3119.500,2375.500
250,DSC_0264.JPG,0,86,3275.500,2491.500
251,DSC_0264.JPG,0,98,3335.500,2375.500
252,DSC_0264.JPG,0,32,3331.500,2199.500
253,DSC_0264.JPG,0,37,3343.500,2083.500
254,DSC_0264.JPG,0,188,3359.500,1999.500
255,DSC_0264.JPG,0,162,3359.500,1951.500
256,Red,0,158,3339.500,1891.500
257,DSC_0264.JPG,0,114,436.000,836.000
258,DSC_0264.JPG,0,120,591.500,615.500
259,DSC_0264.JPG,0,160,659.500,487.500
260,DSC_0264.JPG,0,107,479.500,687.500
261,DSC_0264.JPG,0,178,707.500,699.500
262,DSC_0264.JPG,0,82,863.500,411.500
263,DSC_0264.JPG,0,163,1179.500,379.500
264,DSC_0264.JPG,0,144,1311.500,519.500
265,DSC_0264.JPG,0,80,1267.500,603.500
266,DSC_0264.JPG,0,113,1239.500,463.500
267,DSC_0264.JPG,0,107,1427.500,375.500
268,DSC_0264.JPG,0,129,1691.500,391.500
269,DSC_0264.JPG,0,73,1927.500,395.500
270,DSC_0264.JPG,0,88,1951.500,563.500
271,DSC_0264.JPG,0,200,1907.500,503.500
272,DSC_0264.JPG,0,97,1627.500,859.500
273,DSC_0264.JPG,0,89,1627.500,1035.500
274,DSC_0264.JPG,0,107,1591.500,1175.500
275,DSC_0264.JPG,0,66,1435.500,1219.500
276,DSC_0264.JPG,0,148,1391.500,1231.500
277,DSC_0264.JPG,0,141,1823.500,1171.500
278,DSC_0264.JPG,0,171,1943.500,1223.500
279,DSC_0264.JPG,0,150,1659.500,1363.500
280,DSC_0264.JPG,0,200,1635.500,1443.500
281,DSC_0264.JPG,0,108,1995.500,1767.500
282,DSC_0264.JPG,0,110,2111.500,1819.500
283,DSC_0264.JPG,0,68,2235.500,1859.500
284,DSC_0264.JPG,0,99,2203.500,1623.500
285,DSC_0264.JPG,0,106,2227.500,1519.500
286,DSC_0264.JPG,0,112,2323.500,1647.500
287,DSC_0264.JPG,0,73,2447.500,1759.500
288,DSC_0264.JPG,0,120,2551.500,1787.500
289,DSC_0264.JPG,0,77,2687.500,1583.500
290,DSC_0264.JPG,0,165,2787.500,1519.500
291,DSC_0264.JPG,0,139,2823.500,1459.500
292,DSC_0264.JPG,0,115,2567.500,1247.500
293,DSC_0264.JPG,0,126,2567.500,1167.500
294,DSC_0264.JPG,0,47,2759.500,939.500
295,DSC_0264.JPG,0,104,2823.500,883.500
296,DSC_0264.JPG,0,110,2511.500,627.500
297,DSC_0264.JPG,0,106,2487.500,479.500
298,DSC_0264.JPG,0,195,2515.500,427.500
299,DSC_0264.JPG,0,120,2987.500,375.500
300,DSC_0264.JPG,0,39,3223.500,495.500
301,DSC_0264.JPG,0,148,3347.500,671.500
302,DSC_0264.JPG,0,105,3395.500,919.500
303,DSC_0264.JPG,0,111,3411.500,1075.500
304,DSC_0264.JPG,0,89,3363.500,1323.500
305,DSC_0264.JPG,0,151,3367.500,1435.500
306,DSC_0264.JPG,0,115,3379.500,1643.500
307,DSC_0264.JPG,0,199,3407.500,1815.500
308,DSC_0264.JPG,0,119,3431.500,2107.500
309,DSC_0264.JPG,0,106,3411.500,2311.500
310,DSC_0264.JPG,0,91,3383.500,2519.500
311,DSC_0264.JPG,0,106,3391.500,2631.500
312,DSC_0264.JPG,0,113,3359.500,2883.500
313,DSC_0264.JPG,0,178,3351.500,2959.500
314,DSC_0264.JPG,0,131,3219.500,3215.500
315,DSC_0264.JPG,0,145,2979.500,3375.500
316,DSC_0264.JPG,0,113,2911.500,3403.500
317,DSC_0264.JPG,0,150,3107.500,3199.500
318,DSC_0264.JPG,0,156,3163.500,3143.500
319,DSC_0264.JPG,0,113,2863.500,2767.500
320,DSC_0264.JPG,0,146,2859.500,2643.500
321,DSC_0264.JPG,0,78,2807.500,2627.500
322,DSC_0264.JPG,0,112,2635.500,2535.500
323,DSC_0264.JPG,0,149,2559.500,2451.500
324,DSC_0264.JPG,0,129,2519.500,2407.500
325,DSC_0264.JPG,0,171,2435.500,2327.500
326,DSC_0264.JPG,0,185,2267.500,2179.500
327,DSC_0264.JPG,0,167,2219.500,2107.500
328,DSC_0264.JPG,0,180,2255.500,1975.500
329,DSC_0264.JPG,0,107,2319.500,1907.500
330,DSC_0264.JPG,0,141,2371.500,1843.500
331,DSC_0264.JPG,0,68,1907.500,1803.500
332,DSC_0264.JPG,0,164,1851.500,1879.500
333,DSC_0264.JPG,0,92,1755.500,1979.500
334,DSC_0264.JPG,0,140,1687.500,2051.500
335,DSC_0264.JPG,0,43,1567.500,2047.500
336,DSC_0264.JPG,0,106,1475.500,1979.500
337,DSC_0264.JPG,0,57,1351.500,1895.500
338,DSC_0264.JPG,0,113,1287.500,1843.500
339,DSC_0264.JPG,0,34,1047.500,1835.500
340,DSC_0264.JPG,0,190,939.500,1851.500
341,DSC_0264.JPG,0,84,955.500,1987.500
342,DSC_0264.JPG,0,188,991.500,2147.500
343,DSC_0264.JPG,0,141,1007.500,2151.500
344,DSC_0264.JPG,0,118,1095.500,1815.500
345,DSC_0264.JPG,0,111,1015.500,1675.500
346,DSC_0264.JPG,0,126,1003.500,1511.500
347,DSC_0264.JPG,0,90,971.500,1591.500
348,DSC_0264.JPG,0,169,899.500,1787.500
349,DSC_0264.JPG,0,117,831.500,1807.500
350,DSC_0264.JPG,0,146,599.500,1747.500
351,DSC_0264.JPG,0,118,399.500,1747.500
352,DSC_0264.JPG,0,134,351.500,1787.500
353,DSC_0264.JPG,0,177,331.500,1999.500
354,DSC_0264.JPG,0,42,367.500,2091.500
355,DSC_0264.JPG,0,176,427.500,2259.500
356,DSC_0264.JPG,0,126,443.500,2379.500
357,DSC_0264.JPG,0,46,499.500,2443.500
358,DSC_0264.JPG,0,191,723.500,2411.500
359,DSC_0264.JPG,0,197,743.500,2411.500
360,DSC_0264.JPG,0,91,651.500,2375.500
361,DSC_0264.JPG,0,125,623.500,2463.500
362,DSC_0264.JPG,0,127,567.500,2523.500
363,DSC_0264.JPG,0,187,443.500,2587.500
364,DSC_0264.JPG,0,189,423.500,2819.500
365,DSC_0264.JPG,0,79,435.500,2875.500
366,DSC_0264.JPG,0,172,507.500,3335.500
367,DSC_0264.JPG,0,131,567.500,3287.500
368,DSC_0264.JPG,0,112,475.500,3071.500
369,DSC_0264.JPG,0,153,531.500,3087.500
370,DSC_0264.JPG,0,144,667.500,3251.500
371,DSC_0264.JPG,0,93,763.500,3395.500
372,DSC_0264.JPG,0,140,679.500,3103.500
373,DSC_0264.JPG,0,192,607.500,3051.500
374,DSC_0264.JPG,0,152,723.500,3275.500
375,DSC_0264.JPG,0,52,847.500,3375.500
376,DSC_0264.JPG,0,165,903.500,3363.500
377,DSC_0264.JPG,0,58,1027.500,3455.500
378,DSC_0264.JPG,0,102,1059.500,3459.500
379,DSC_0264.JPG,0,173,1567.500,3515.500
380,DSC_0264.JPG,0,134,1615.500,3479.500
381,DSC_0264.JPG,0,135,1647.500,3375.500
382,DSC_0264.JPG,0,148,1655.500,3311.500
383,DSC_0264.JPG,0,163,1667.500,3307.500
384,DSC_0264.JPG,0,143,1307.500,3047.500
385,DSC_0264.JPG,0,125,1351.500,3071.500
386,DSC_0264.JPG,0,93,1379.500,3115.500
387,DSC_0264.JPG,0,28,1639.500,2659.500
388,DSC_0264.JPG,0,108,1655.500,2691.500
389,DSC_0264.JPG,0,98,1687.500,2759.500
390,DSC_0264.JPG,0,128,1871.500,2967.500
391,DSC_0264.JPG,0,100,1903.500,3019.500
392,DSC_0264.JPG,0,56,1955.500,3011.500
393,DSC_0264.JPG,0,69,1995.500,2983.500
394,DSC_0264.JPG,0,145,1987.500,3063.500
395,DSC_0264.JPG,0,109,1931.500,3091.500
396,DSC_0264.JPG,0,122,1915.500,3103.500
397,DSC_0264.JPG,0,138,2171.500,3355.500
398,DSC_0264.JPG,0,149,2159.500,3439.500
399,DSC_0264.JPG,0,161,2155.500,3495.500
400,DSC_0264.JPG,0,135,2263.500,3527.500
401,DSC_0264.JPG,0,81,2359.500,3511.500
402,DSC_0264.JPG,0,117,2327.500,3415.500
403,DSC_0264.JPG,0,114,2295.500,3403.500
404,DSC_0264.JPG,0,127,2375.500,3463.500
405,DSC_0264.JPG,0,98,2655.500,3543.500
406,DSC_0264.JPG,0,112,2811.500,3539.500
407,DSC_0264.JPG,0,115,2939.500,3523.500
408,DSC_0264.JPG,0,89,2939.500,3471.500
409,DSC_0264.JPG,0,133,2487.500,3083.500
410,DSC_0264.JPG,0,139,2503.500,3051.500
411,DSC_0264.JPG,0,138,2519.500,3047.500
412,DSC_0264.JPG,0,44,2543.500,3063.500
413,DSC_0264.JPG,0,161,2555.500,3075.500
414,DSC_0264.JPG,0,120,2183.500,2631.500
415,DSC_0264.JPG,0,168,2279.500,2655.500
416,DSC_0264.JPG,0,78,2247.500,2631.500
417,DSC_0264.JPG,0,139,2047.500,2567.500
418,DSC_0264.JPG,0,78,1995.500,2511.500
419,DSC_0264.JPG,0,72,1911.500,2391.500
420,DSC_0264.JPG,0,148,1959.500,2343.500
421,DSC_0264.JPG,0,104,2119.500,2211.500
422,DSC_0264.JPG,0,118,2175.500,2159.500
423,DSC_0264.JPG,0,172,2227.500,2003.500
424,DSC_0264.JPG,0,62,2255.500,1895.500
425,DSC_0264.JPG,0,44,2227.500,1747.500
426,DSC_0264.JPG,0,96,2159.500,1667.500
427,DSC_0264.JPG,0,93,1567.500,2191.500
428,DSC_0264.JPG,0,66,1623.500,2163.500
429,DSC_0264.JPG,0,122,1655.500,2135.500
430,DSC_0264.JPG,0,114,1339.500,2387.500
431,DSC_0264.JPG,0,146,1287.500,2479.500
432,DSC_0264.JPG,0,154,1259.500,2471.500
433,DSC_0264.JPG,0,168,1115.500,2243.500
434,DSC_0264.JPG,0,112,1019.500,2091.500
435,DSC_0264.JPG,0,49,999.500,2007.500
436,DSC_0264.JPG,0,96,987.500,1939.500
437,DSC_0264.JPG,0,98,775.500,1855.500
438,DSC_0264.JPG,0,110,671.500,1831.500
439,DSC_0264.JPG,0,147,651.500,1779.500
440,DSC_0264.JPG,0,80,603.500,1207.500
441,DSC_0264.JPG,0,64,735.500,1123.500
442,DSC_0264.JPG,0,105,839.500,1067.500
443,DSC_0264.JPG,0,94,923.500,1027.500
444,DSC_0264.JPG,0,209,1011.500,995.500
445,DSC_0264.JPG,0,168,1039.500,915.500
446,DSC_0264.JPG,0,107,1027.500,891.500
447,DSC_0264.JPG,0,126,1227.500,1163.500
448,DSC_0264.JPG,0,92,1295.500,1223.500
449,DSC_0264.JPG,0,76,1379.500,1295.500
450,DSC_0264.JPG,0,126,1223.500,1139.500
451,DSC_0264.JPG,0,116,1147.500,1083.500
452,DSC_0264.JPG,0,166,1715.500,1223.500
453,DSC_0264.JPG,0,128,1719.500,1003.500
454,DSC_0264.JPG,0,137,1735.500,1103.500
455,DSC_0264.JPG,0,186,1791.500,1223.500
456,DSC_0264.JPG,0,145,1847.500,1235.500
457,DSC_0264.JPG,0,170,1775.500,1315.500
458,DSC_0264.JPG,0,68,1695.500,1359.500
459,DSC_0264.JPG,0,138,1623.500,1435.500
460,DSC_0264.JPG,0,142,1603.500,1519.500
461,DSC_0264.JPG,0,163,1527.500,1623.500
462,DSC_0264.JPG,0,104,1447.500,1691.500
463,DSC_0264.JPG,0,166,1371.500,1735.500
464,DSC_0264.JPG,0,97,2019.500,1291.500
465,DSC_0264.JPG,0,68,2111.500,1371.500
466,DSC_0264.JPG,0,55,2215.500,1423.500
467,DSC_0264.JPG,0,192,2263.500,1451.500
468,DSC_0264.JPG,0,180,2291.500,1491.500
469,DSC_0264.JPG,0,185,2375.500,1599.500
470,DSC_0264.JPG,0,105,2283.500,795.500
471,DSC_0264.JPG,0,96,2215.500,887.500
472,DSC_0264.JPG,0,152,2123.500,959.500
473,DSC_0264.JPG,0,51,2027.500,1019.500
474,DSC_0264.JPG,0,153,1991.500,1075.500
475,DSC_0264.JPG,0,137,1923.500,1191.500
476,DSC_0264.JPG,0,127,1899.500,1223.500
477,DSC_0264.JPG,0,53,2055.500,655.500
478,DSC_0264.JPG,0,112,2123.500,783.500
479,DSC_0264.JPG,0,94,2207.500,855.500
480,DSC_0264.JPG,0,100,2295.500,939.500
481,DSC_0264.JPG,0,86,2379.500,1031.500
482,DSC_0264.JPG,0,19,2435.500,1079.500
483,DSC_0264.JPG,0,124,2527.500,1119.500
484,DSC_0264.JPG,0,59,2619.500,1187.500
485,DSC_0264.JPG,0,112,2687.500,1407.500
486,DSC_0264.JPG,0,72,2775.500,1371.500
487,DSC_0264.JPG,0,61,2959.500,1403.500
488,DSC_0264.JPG,0,39,3031.500,1311.500
489,DSC_0264.JPG,0,150,3067.500,1247.500
490,DSC_0264.JPG,0,133,3083.500,1215.500
491,DSC_0264.JPG,0,136,3207.500,1199.500
492,DSC_0264.JPG,0,78,3299.500,1211.500
493,DSC_0264.JPG,0,61,3347.500,1399.500
494,DSC_0264.JPG,0,159,3351.500,1467.500
495,DSC_0264.JPG,0,151,3323.500,1651.500
496,DSC_0264.JPG,0,86,3259.500,1723.500
497,DSC_0264.JPG,0,100,3087.500,1787.500
498,DSC_0264.JPG,0,114,3043.500,1863.500
499,DSC_0264.JPG,0,141,2999.500,1915.500
500,DSC_0264.JPG,0,135,2927.500,2003.500
501,DSC_0264.JPG,0,76,2891.500,2071.500
502,DSC_0264.JPG,0,176,2923.500,2171.500
503,DSC_0264.JPG,0,147,2999.500,2271.500
504,DSC_0264.JPG,0,108,3055.500,2315.500
505,DSC_0264.JPG,0,177,3119.500,2375.500
506,DSC_0264.JPG,0,86,3275.500,2491.500
507,DSC_0264.JPG,0,98,3335.500,2375.500
508,DSC_0264.JPG,0,33,3331.500,2199.500
509,DSC_0264.JPG,0,36,3343.500,2083.500
510,DSC_0264.JPG,0,188,3359.500,1999.500
511,DSC_0264.JPG,0,158,3359.500,1951.500
512,Green,0,155,3339.500,1891.500
513,DSC_0264.JPG,0,112,436.000,836.000
514,DSC_0264.JPG,0,119,591.500,615.500
515,DSC_0264.JPG,0,146,659.500,487.500
516,DSC_0264.JPG,0,101,479.500,687.500
517,DSC_0264.JPG,0,167,707.500,699.500
518,DSC_0264.JPG,0,79,863.500,411.500
519,DSC_0264.JPG,0,161,1179.500,379.500
520,DSC_0264.JPG,0,136,1311.500,519.500
521,DSC_0264.JPG,0,75,1267.500,603.500
522,DSC_0264.JPG,0,108,1239.500,463.500
523,DSC_0264.JPG,0,102,1427.500,375.500
524,DSC_0264.JPG,0,127,1691.500,391.500
